account_name,broker_name,exchange,symbol,company_name,isin,transaction_type,trade_date,quantity,price,charges,notes
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,5,233.75,3.50,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.83,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.94,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,6,233.83,4.20,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,2,233.55,1.40,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.59,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,31,233.83,21.68,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,6,233.83,4.20,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.83,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,3,233.72,2.09,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.94,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.54,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.00,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.83,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,23,233.00,16.02,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,6,233.83,4.20,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.77,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.00,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.60,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,5,233.00,3.48,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,26,233.98,18.19,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.00,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,2,233.52,1.40,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.52,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,100,233.79,69.91,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,20,233.80,13.98,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.94,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.94,2.80,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.61,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,22,233.59,15.37,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,4,233.66,2.79,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,9,233.00,6.27,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.91,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.83,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.94,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,73,233.00,50.86,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,7,233.83,4.90,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,32,233.73,22.37,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,5,233.84,3.50,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,12,233.00,8.37,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,2,233.67,1.40,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,27,233.75,18.88,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,23,232.98,16.02,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,1,233.94,0.70,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
Sesha,icicidirect,NSE,SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,BUY,2024-09-04,70,233.95,48.97,"Imported from broker transaction history (icicidirect), segment TT, STT Paid"
